transaction_id,customer_id,transaction_date,product_category,amount,year,month,quarter,day_of_week,is_weekend,has_discount,discount_amount,final_amount
TXN_008750,CUST_0433,2022-12-22,Books,73.04,2022,12,Q4,Thursday,False,True,16.3,56.74000000000001
TXN_008751,CUST_0433,2022-12-22,Electronics,14.46,2022,12,Q4,Thursday,False,False,0.0,14.46
TXN_008752,CUST_0433,2022-12-22,Electronics,950.91,2022,12,Q4,Thursday,False,False,0.0,950.91
TXN_008753,CUST_0433,2023-02-15,Electronics,763.07,2023,2,Q1,Wednesday,False,True,170.16,592.9100000000001
TXN_008754,CUST_0433,2023-02-15,Clothing,275.79,2023,2,Q1,Wednesday,False,False,0.0,275.79
TXN_008755,CUST_0433,2023-02-15,Books,103.5,2023,2,Q1,Wednesday,False,False,0.0,103.5
TXN_008756,CUST_0433,2023-02-22,Clothing,230.74,2023,2,Q1,Wednesday,False,False,0.0,230.74
TXN_008757,CUST_0433,2023-02-22,Clothing,319.51,2023,2,Q1,Wednesday,False,False,0.0,319.51
TXN_008758,CUST_0433,2023-03-20,Home & Garden,12.5,2023,3,Q1,Monday,False,False,0.0,12.5
TXN_008759,CUST_0433,2023-03-20,Electronics,91.19,2023,3,Q1,Monday,False,False,0.0,91.19
TXN_008760,CUST_0433,2023-03-20,Books,23.36,2023,3,Q1,Monday,False,False,0.0,23.36
TXN_008761,CUST_0433,2023-03-20,Sports,130.97,2023,3,Q1,Monday,False,False,0.0,130.97
TXN_008762,CUST_0433,2023-04-27,Books,82.76,2023,4,Q2,Thursday,False,False,0.0,82.76
TXN_008763,CUST_0433,2023-07-13,Sports,435.87,2023,7,Q3,Thursday,False,False,0.0,435.87
TXN_008764,CUST_0433,2023-07-13,Electronics,642.78,2023,7,Q3,Thursday,False,False,0.0,642.78
TXN_008765,CUST_0433,2023-07-13,Clothing,223.61,2023,7,Q3,Thursday,False,False,0.0,223.61
TXN_008766,CUST_0433,2023-07-13,Electronics,601.07,2023,7,Q3,Thursday,False,True,96.1,504.97
TXN_008767,CUST_0433,2023-08-24,Sports,82.84,2023,8,Q3,Thursday,False,False,0.0,82.84
TXN_008768,CUST_0433,2023-08-29,Home & Garden,154.99,2023,8,Q3,Tuesday,False,False,0.0,154.99
TXN_008769,CUST_0433,2023-08-29,Clothing,217.72,2023,8,Q3,Tuesday,False,False,0.0,217.72
TXN_008770,CUST_0433,2023-08-29,Clothing,228.67,2023,8,Q3,Tuesday,False,False,0.0,228.67
TXN_008771,CUST_0433,2023-09-09,Electronics,306.05,2023,9,Q3,Saturday,True,False,0.0,306.05
TXN_008772,CUST_0433,2023-09-09,Books,53.57,2023,9,Q3,Saturday,True,False,0.0,53.57
TXN_008773,CUST_0433,2023-09-09,Sports,12.5,2023,9,Q3,Saturday,True,False,0.0,12.5
TXN_008774,CUST_0433,2023-09-30,Electronics,389.22,2023,9,Q3,Saturday,True,False,0.0,389.22
TXN_008775,CUST_0433,2023-09-30,Clothing,187.62,2023,9,Q3,Saturday,True,False,0.0,187.62
TXN_008776,CUST_0433,2023-10-21,Sports,99.1,2023,10,Q4,Saturday,True,False,0.0,99.1
TXN_008777,CUST_0433,2023-10-21,Home & Garden,110.04,2023,10,Q4,Saturday,True,False,0.0,110.04
TXN_008778,CUST_0433,2023-12-10,Sports,518.47,2023,12,Q4,Sunday,True,False,0.0,518.47
TXN_008779,CUST_0433,2023-12-10,Electronics,1439.93,2023,12,Q4,Sunday,True,False,0.0,1439.93
TXN_008780,CUST_0433,2023-12-10,Sports,483.47,2023,12,Q4,Sunday,True,False,0.0,483.47
TXN_008781,CUST_0433,2023-12-13,Clothing,301.39,2023,12,Q4,Wednesday,False,False,0.0,301.39
TXN_008782,CUST_0433,2024-01-19,Home & Garden,255.21,2024,1,Q1,Friday,False,False,0.0,255.21
TXN_008783,CUST_0433,2024-01-19,Electronics,920.51,2024,1,Q1,Friday,False,False,0.0,920.51
TXN_008784,CUST_0433,2024-02-09,Sports,350.57,2024,2,Q1,Friday,False,False,0.0,350.57
TXN_008785,CUST_0433,2024-02-09,Home & Garden,394.8,2024,2,Q1,Friday,False,True,45.11,349.69
TXN_008786,CUST_0433,2024-06-08,Clothing,221.81,2024,6,Q2,Saturday,True,False,0.0,221.81
TXN_008787,CUST_0433,2024-06-08,Electronics,12.5,2024,6,Q2,Saturday,True,False,0.0,12.5
TXN_008788,CUST_0433,2024-07-27,Home & Garden,222.65,2024,7,Q3,Saturday,True,False,0.0,222.65
TXN_008789,CUST_0433,2024-07-27,Electronics,234.19,2024,7,Q3,Saturday,True,False,0.0,234.19
TXN_008790,CUST_0433,2024-07-28,Electronics,667.74,2024,7,Q3,Sunday,True,False,0.0,667.74
TXN_008791,CUST_0433,2024-07-28,Clothing,218.36,2024,7,Q3,Sunday,True,False,0.0,218.36
TXN_008792,CUST_0433,2024-07-31,Books,31.08,2024,7,Q3,Wednesday,False,False,0.0,31.08
TXN_008793,CUST_0433,2024-09-19,Sports,113.79,2024,9,Q3,Thursday,False,False,0.0,113.79
TXN_008794,CUST_0433,2024-09-19,Electronics,582.69,2024,9,Q3,Thursday,False,False,0.0,582.69
TXN_008795,CUST_0433,2024-09-19,Home & Garden,195.75,2024,9,Q3,Thursday,False,False,0.0,195.75
TXN_008796,CUST_0433,2024-10-24,Clothing,210.52,2024,10,Q4,Thursday,False,False,0.0,210.52
TXN_008797,CUST_0433,2024-10-24,Clothing,133.15,2024,10,Q4,Thursday,False,False,0.0,133.15
TXN_008798,CUST_0433,2024-12-01,Books,51.44,2024,12,Q4,Sunday,True,False,0.0,51.44
TXN_008799,CUST_0434,2022-10-05,Electronics,565.8,2022,10,Q4,Wednesday,False,False,0.0,565.8
TXN_008800,CUST_0434,2022-10-05,Clothing,97.97,2022,10,Q4,Wednesday,False,False,0.0,97.97
TXN_008801,CUST_0434,2022-10-27,Clothing,106.55,2022,10,Q4,Thursday,False,False,0.0,106.55
TXN_008802,CUST_0434,2023-01-31,Books,40.61,2023,1,Q1,Tuesday,False,False,0.0,40.61
TXN_008803,CUST_0434,2023-01-31,Electronics,6.0,2023,1,Q1,Tuesday,False,False,0.0,6.0
TXN_008804,CUST_0434,2023-01-31,Electronics,517.84,2023,1,Q1,Tuesday,False,False,0.0,517.84
TXN_008805,CUST_0434,2023-06-09,Books,21.17,2023,6,Q2,Friday,False,False,0.0,21.17
TXN_008806,CUST_0434,2023-07-05,Electronics,140.63,2023,7,Q3,Wednesday,False,False,0.0,140.63
TXN_008807,CUST_0434,2023-09-06,Books,42.09,2023,9,Q3,Wednesday,False,False,0.0,42.09
TXN_008808,CUST_0434,2023-09-06,Home & Garden,295.71,2023,9,Q3,Wednesday,False,False,0.0,295.71
TXN_008809,CUST_0434,2024-03-18,Books,73.3,2024,3,Q1,Monday,False,False,0.0,73.3
TXN_008810,CUST_0434,2024-06-10,Electronics,220.98,2024,6,Q2,Monday,False,False,0.0,220.98
TXN_008811,CUST_0434,2024-08-16,Electronics,335.14,2024,8,Q3,Friday,False,True,47.41,287.73
TXN_008812,CUST_0434,2024-08-16,Clothing,56.72,2024,8,Q3,Friday,False,False,0.0,56.72
TXN_008813,CUST_0434,2024-08-16,Home & Garden,144.38,2024,8,Q3,Friday,False,False,0.0,144.38
TXN_008814,CUST_0434,2024-08-17,Sports,286.88,2024,8,Q3,Saturday,True,False,0.0,286.88
TXN_008815,CUST_0434,2024-08-17,Clothing,26.84,2024,8,Q3,Saturday,True,False,0.0,26.84
TXN_008816,CUST_0434,2024-09-11,Electronics,430.55,2024,9,Q3,Wednesday,False,False,0.0,430.55
TXN_008817,CUST_0434,2024-09-11,Home & Garden,282.21,2024,9,Q3,Wednesday,False,False,0.0,282.21
TXN_008818,CUST_0434,2024-09-11,Clothing,18.75,2024,9,Q3,Wednesday,False,False,0.0,18.75
TXN_008819,CUST_0434,2024-10-28,Electronics,511.46,2024,10,Q4,Monday,False,False,0.0,511.46
TXN_008820,CUST_0434,2024-10-28,Clothing,79.98,2024,10,Q4,Monday,False,False,0.0,79.98
TXN_008821,CUST_0434,2024-10-28,Electronics,378.91,2024,10,Q4,Monday,False,False,0.0,378.91
TXN_008822,CUST_0434,2024-11-17,Electronics,365.01,2024,11,Q4,Sunday,True,False,0.0,365.01
TXN_008823,CUST_0435,2023-04-27,Electronics,360.34,2023,4,Q2,Thursday,False,False,0.0,360.34
TXN_008824,CUST_0435,2023-04-27,Electronics,504.46,2023,4,Q2,Thursday,False,False,0.0,504.46
TXN_008825,CUST_0435,2023-05-18,Clothing,138.68,2023,5,Q2,Thursday,False,False,0.0,138.68
TXN_008826,CUST_0435,2023-07-28,Home & Garden,95.98,2023,7,Q3,Friday,False,False,0.0,95.98
TXN_008827,CUST_0435,2023-07-28,Clothing,6.08,2023,7,Q3,Friday,False,False,0.0,6.08
TXN_008828,CUST_0435,2023-12-02,Electronics,377.69,2023,12,Q4,Saturday,True,False,0.0,377.69
TXN_008829,CUST_0435,2023-12-17,Sports,91.21,2023,12,Q4,Sunday,True,False,0.0,91.21
TXN_008830,CUST_0435,2023-12-17,Clothing,148.84,2023,12,Q4,Sunday,True,True,31.95,116.89
TXN_008831,CUST_0435,2023-12-17,Electronics,200.56,2023,12,Q4,Sunday,True,False,0.0,200.56
TXN_008832,CUST_0435,2023-12-17,Home & Garden,175.67,2023,12,Q4,Sunday,True,False,0.0,175.67
TXN_008833,CUST_0435,2024-02-16,Electronics,139.98,2024,2,Q1,Friday,False,False,0.0,139.98
TXN_008834,CUST_0435,2024-02-16,Books,9.79,2024,2,Q1,Friday,False,False,0.0,9.79
TXN_008835,CUST_0435,2024-05-29,Home & Garden,82.21,2024,5,Q2,Wednesday,False,False,0.0,82.21
TXN_008836,CUST_0435,2024-06-19,Home & Garden,57.9,2024,6,Q2,Wednesday,False,False,0.0,57.9
TXN_008837,CUST_0435,2024-10-19,Home & Garden,74.09,2024,10,Q4,Saturday,True,False,0.0,74.09
TXN_008838,CUST_0435,2024-10-19,Electronics,361.43,2024,10,Q4,Saturday,True,False,0.0,361.43
TXN_008839,CUST_0435,2024-12-03,Home & Garden,40.5,2024,12,Q4,Tuesday,False,False,0.0,40.5
TXN_008840,CUST_0435,2024-12-10,Clothing,135.71,2024,12,Q4,Tuesday,False,False,0.0,135.71
TXN_008841,CUST_0435,2024-12-10,Home & Garden,93.13,2024,12,Q4,Tuesday,False,False,0.0,93.13
TXN_008842,CUST_0435,2024-12-10,Clothing,131.32,2024,12,Q4,Tuesday,False,False,0.0,131.32
TXN_008843,CUST_0436,2022-12-27,Electronics,7.78,2022,12,Q4,Tuesday,False,False,0.0,7.78
TXN_008844,CUST_0436,2023-03-28,Books,21.24,2023,3,Q1,Tuesday,False,False,0.0,21.24
TXN_008845,CUST_0436,2023-03-28,Clothing,66.41,2023,3,Q1,Tuesday,False,True,11.35,55.059999999999995
TXN_008846,CUST_0436,2023-03-28,Home & Garden,221.97,2023,3,Q1,Tuesday,False,False,0.0,221.97
TXN_008847,CUST_0436,2023-09-21,Electronics,318.68,2023,9,Q3,Thursday,False,False,0.0,318.68
TXN_008848,CUST_0436,2023-11-17,Home & Garden,91.03,2023,11,Q4,Friday,False,False,0.0,91.03
TXN_008849,CUST_0436,2023-12-03,Clothing,68.45,2023,12,Q4,Sunday,True,False,0.0,68.45
TXN_008850,CUST_0436,2024-02-04,Electronics,479.36,2024,2,Q1,Sunday,True,True,95.3,384.06
TXN_008851,CUST_0436,2024-02-04,Electronics,192.47,2024,2,Q1,Sunday,True,False,0.0,192.47
TXN_008852,CUST_0436,2024-02-04,Home & Garden,134.08,2024,2,Q1,Sunday,True,True,9.61,124.47000000000001
TXN_008853,CUST_0436,2024-05-24,Sports,155.95,2024,5,Q2,Friday,False,False,0.0,155.95
TXN_008854,CUST_0436,2024-06-08,Home & Garden,254.17,2024,6,Q2,Saturday,True,False,0.0,254.17
TXN_008855,CUST_0436,2024-06-20,Electronics,6.0,2024,6,Q2,Thursday,False,False,0.0,6.0
TXN_008856,CUST_0437,2022-07-11,Clothing,153.27,2022,7,Q3,Monday,False,False,0.0,153.27
TXN_008857,CUST_0437,2022-07-11,Home & Garden,170.25,2022,7,Q3,Monday,False,False,0.0,170.25
TXN_008858,CUST_0438,2022-03-15,Clothing,73.66,2022,3,Q1,Tuesday,False,False,0.0,73.66
TXN_008859,CUST_0439,2023-12-17,Clothing,136.63,2023,12,Q4,Sunday,True,False,0.0,136.63
TXN_008860,CUST_0439,2024-02-09,Books,41.38,2024,2,Q1,Friday,False,False,0.0,41.38
TXN_008861,CUST_0439,2024-02-09,Home & Garden,101.51,2024,2,Q1,Friday,False,False,0.0,101.51
TXN_008862,CUST_0439,2024-02-09,Clothing,69.82,2024,2,Q1,Friday,False,False,0.0,69.82
TXN_008863,CUST_0440,2022-10-29,Books,65.54,2022,10,Q4,Saturday,True,True,8.69,56.85000000000001
TXN_008864,CUST_0440,2022-10-29,Clothing,172.0,2022,10,Q4,Saturday,True,False,0.0,172.0
TXN_008865,CUST_0440,2022-12-16,Clothing,36.01,2022,12,Q4,Friday,False,False,0.0,36.01
TXN_008866,CUST_0440,2023-02-07,Clothing,37.03,2023,2,Q1,Tuesday,False,True,5.15,31.880000000000003
TXN_008867,CUST_0440,2023-03-20,Home & Garden,156.45,2023,3,Q1,Monday,False,False,0.0,156.45
TXN_008868,CUST_0440,2023-07-13,Electronics,322.26,2023,7,Q3,Thursday,False,False,0.0,322.26
TXN_008869,CUST_0440,2023-07-13,Clothing,23.46,2023,7,Q3,Thursday,False,False,0.0,23.46
TXN_008870,CUST_0440,2023-07-13,Home & Garden,6.0,2023,7,Q3,Thursday,False,False,0.0,6.0
TXN_008871,CUST_0440,2023-07-13,Clothing,24.2,2023,7,Q3,Thursday,False,False,0.0,24.2
TXN_008872,CUST_0440,2023-07-31,Clothing,166.95,2023,7,Q3,Monday,False,False,0.0,166.95
TXN_008873,CUST_0440,2023-08-11,Home & Garden,6.0,2023,8,Q3,Friday,False,False,0.0,6.0
TXN_008874,CUST_0440,2023-08-11,Home & Garden,135.39,2023,8,Q3,Friday,False,False,0.0,135.39
TXN_008875,CUST_0440,2023-08-11,Home & Garden,6.0,2023,8,Q3,Friday,False,False,0.0,6.0
TXN_008876,CUST_0440,2023-12-18,Clothing,110.98,2023,12,Q4,Monday,False,False,0.0,110.98
TXN_008877,CUST_0440,2023-12-18,Home & Garden,65.05,2023,12,Q4,Monday,False,False,0.0,65.05
TXN_008878,CUST_0440,2024-03-16,Home & Garden,76.89,2024,3,Q1,Saturday,True,False,0.0,76.89
TXN_008879,CUST_0440,2024-03-16,Home & Garden,6.0,2024,3,Q1,Saturday,True,False,0.0,6.0
TXN_008880,CUST_0440,2024-03-16,Sports,202.14,2024,3,Q1,Saturday,True,True,20.54,181.6
TXN_008881,CUST_0440,2024-05-08,Electronics,142.32,2024,5,Q2,Wednesday,False,False,0.0,142.32
TXN_008882,CUST_0440,2024-05-08,Clothing,78.75,2024,5,Q2,Wednesday,False,False,0.0,78.75
TXN_008883,CUST_0440,2024-05-21,Electronics,352.22,2024,5,Q2,Tuesday,False,False,0.0,352.22
TXN_008884,CUST_0440,2024-05-21,Clothing,142.73,2024,5,Q2,Tuesday,False,False,0.0,142.73
TXN_008885,CUST_0440,2024-06-25,Clothing,93.06,2024,6,Q2,Tuesday,False,False,0.0,93.06
TXN_008886,CUST_0440,2024-08-05,Electronics,263.26,2024,8,Q3,Monday,False,False,0.0,263.26
TXN_008887,CUST_0440,2024-08-07,Clothing,32.01,2024,8,Q3,Wednesday,False,False,0.0,32.01
TXN_008888,CUST_0440,2024-08-07,Electronics,302.34,2024,8,Q3,Wednesday,False,False,0.0,302.34
TXN_008889,CUST_0440,2024-08-07,Home & Garden,123.75,2024,8,Q3,Wednesday,False,False,0.0,123.75
TXN_008890,CUST_0440,2024-09-10,Clothing,97.82,2024,9,Q3,Tuesday,False,False,0.0,97.82
TXN_008891,CUST_0440,2024-09-10,Clothing,224.99,2024,9,Q3,Tuesday,False,False,0.0,224.99
TXN_008892,CUST_0441,2022-12-26,Books,34.94,2022,12,Q4,Monday,False,False,0.0,34.94
TXN_008893,CUST_0441,2022-12-26,Clothing,66.6,2022,12,Q4,Monday,False,False,0.0,66.6
TXN_008894,CUST_0441,2022-12-26,Clothing,99.45,2022,12,Q4,Monday,False,True,18.4,81.05000000000001
TXN_008895,CUST_0442,2022-12-23,Books,43.5,2022,12,Q4,Friday,False,False,0.0,43.5
TXN_008896,CUST_0442,2022-12-23,Home & Garden,21.76,2022,12,Q4,Friday,False,False,0.0,21.76
TXN_008897,CUST_0442,2022-12-23,Clothing,144.41,2022,12,Q4,Friday,False,False,0.0,144.41
TXN_008898,CUST_0442,2023-05-26,Electronics,324.91,2023,5,Q2,Friday,False,False,0.0,324.91
TXN_008899,CUST_0442,2023-05-26,Electronics,499.53,2023,5,Q2,Friday,False,False,0.0,499.53
TXN_008900,CUST_0442,2023-06-11,Home & Garden,112.6,2023,6,Q2,Sunday,True,False,0.0,112.6
TXN_008901,CUST_0442,2023-06-11,Sports,95.53,2023,6,Q2,Sunday,True,False,0.0,95.53
TXN_008902,CUST_0442,2023-06-11,Books,6.0,2023,6,Q2,Sunday,True,False,0.0,6.0
TXN_008903,CUST_0442,2023-10-09,Electronics,420.35,2023,10,Q4,Monday,False,False,0.0,420.35
TXN_008904,CUST_0442,2023-10-09,Electronics,161.47,2023,10,Q4,Monday,False,False,0.0,161.47
TXN_008905,CUST_0442,2023-12-04,Electronics,650.37,2023,12,Q4,Monday,False,True,113.92,536.45
TXN_008906,CUST_0442,2023-12-04,Clothing,221.52,2023,12,Q4,Monday,False,False,0.0,221.52
TXN_008907,CUST_0442,2023-12-04,Home & Garden,122.31,2023,12,Q4,Monday,False,True,7.95,114.36
TXN_008908,CUST_0442,2023-12-04,Electronics,391.32,2023,12,Q4,Monday,False,False,0.0,391.32
TXN_008909,CUST_0442,2024-01-05,Clothing,60.58,2024,1,Q1,Friday,False,True,7.78,52.8
TXN_008910,CUST_0442,2024-01-05,Clothing,124.99,2024,1,Q1,Friday,False,False,0.0,124.99
TXN_008911,CUST_0442,2024-03-13,Sports,154.49,2024,3,Q1,Wednesday,False,False,0.0,154.49
TXN_008912,CUST_0442,2024-03-13,Home & Garden,168.57,2024,3,Q1,Wednesday,False,False,0.0,168.57
TXN_008913,CUST_0442,2024-03-13,Sports,43.75,2024,3,Q1,Wednesday,False,True,10.66,33.09
TXN_008914,CUST_0442,2024-08-24,Books,32.52,2024,8,Q3,Saturday,True,False,0.0,32.52
TXN_008915,CUST_0442,2024-12-18,Sports,114.52,2024,12,Q4,Wednesday,False,False,0.0,114.52
TXN_008916,CUST_0442,2024-12-18,Clothing,61.24,2024,12,Q4,Wednesday,False,False,0.0,61.24
TXN_008917,CUST_0443,2022-11-24,Clothing,141.98,2022,11,Q4,Thursday,False,False,0.0,141.98
TXN_008918,CUST_0443,2022-11-24,Home & Garden,154.69,2022,11,Q4,Thursday,False,True,17.28,137.41
TXN_008919,CUST_0443,2023-02-13,Clothing,114.82,2023,2,Q1,Monday,False,False,0.0,114.82
TXN_008920,CUST_0443,2023-02-13,Clothing,83.64,2023,2,Q1,Monday,False,False,0.0,83.64
TXN_008921,CUST_0443,2023-06-04,Sports,159.29,2023,6,Q2,Sunday,True,False,0.0,159.29
TXN_008922,CUST_0443,2023-10-29,Sports,58.17,2023,10,Q4,Sunday,True,False,0.0,58.17
TXN_008923,CUST_0443,2023-10-29,Books,11.44,2023,10,Q4,Sunday,True,False,0.0,11.44
TXN_008924,CUST_0443,2023-12-22,Sports,216.75,2023,12,Q4,Friday,False,True,36.76,179.99
TXN_008925,CUST_0443,2023-12-22,Books,19.17,2023,12,Q4,Friday,False,False,0.0,19.17
TXN_008926,CUST_0443,2024-03-27,Sports,72.14,2024,3,Q1,Wednesday,False,False,0.0,72.14
TXN_008927,CUST_0443,2024-04-29,Clothing,117.98,2024,4,Q2,Monday,False,False,0.0,117.98
TXN_008928,CUST_0443,2024-04-29,Books,61.33,2024,4,Q2,Monday,False,False,0.0,61.33
TXN_008929,CUST_0443,2024-04-29,Books,25.79,2024,4,Q2,Monday,False,False,0.0,25.79
TXN_008930,CUST_0443,2024-09-04,Sports,6.0,2024,9,Q3,Wednesday,False,False,0.0,6.0
TXN_008931,CUST_0443,2024-09-04,Home & Garden,231.73,2024,9,Q3,Wednesday,False,False,0.0,231.73
TXN_008932,CUST_0443,2024-12-02,Clothing,132.08,2024,12,Q4,Monday,False,False,0.0,132.08
TXN_008933,CUST_0443,2024-12-11,Clothing,39.73,2024,12,Q4,Wednesday,False,False,0.0,39.73
TXN_008934,CUST_0444,2022-08-08,Home & Garden,240.76,2022,8,Q3,Monday,False,False,0.0,240.76
TXN_008935,CUST_0444,2022-08-08,Electronics,276.72,2022,8,Q3,Monday,False,False,0.0,276.72
TXN_008936,CUST_0444,2022-08-08,Electronics,376.51,2022,8,Q3,Monday,False,True,37.72,338.78999999999996
TXN_008937,CUST_0445,2022-07-15,Clothing,49.87,2022,7,Q3,Friday,False,True,2.99,46.879999999999995
TXN_008938,CUST_0445,2022-07-15,Sports,10.89,2022,7,Q3,Friday,False,False,0.0,10.89
TXN_008939,CUST_0445,2022-07-15,Electronics,408.74,2022,7,Q3,Friday,False,False,0.0,408.74
TXN_008940,CUST_0445,2022-07-15,Clothing,43.85,2022,7,Q3,Friday,False,True,7.09,36.760000000000005
TXN_008941,CUST_0446,2023-08-28,Clothing,116.26,2023,8,Q3,Monday,False,True,28.99,87.27000000000001
TXN_008942,CUST_0446,2023-08-28,Clothing,115.47,2023,8,Q3,Monday,False,False,0.0,115.47
TXN_008943,CUST_0446,2023-10-11,Sports,41.12,2023,10,Q4,Wednesday,False,False,0.0,41.12
TXN_008944,CUST_0446,2023-10-11,Clothing,68.44,2023,10,Q4,Wednesday,False,False,0.0,68.44
TXN_008945,CUST_0446,2023-10-11,Electronics,35.4,2023,10,Q4,Wednesday,False,False,0.0,35.4
TXN_008946,CUST_0446,2023-10-11,Home & Garden,91.27,2023,10,Q4,Wednesday,False,False,0.0,91.27
TXN_008947,CUST_0446,2023-12-21,Sports,132.63,2023,12,Q4,Thursday,False,False,0.0,132.63
TXN_008948,CUST_0447,2022-09-05,Electronics,79.18,2022,9,Q3,Monday,False,False,0.0,79.18
TXN_008949,CUST_0447,2022-09-05,Electronics,116.34,2022,9,Q3,Monday,False,False,0.0,116.34
TXN_008950,CUST_0447,2022-09-05,Books,50.81,2022,9,Q3,Monday,False,False,0.0,50.81
TXN_008951,CUST_0448,2024-06-15,Clothing,4.0,2024,6,Q2,Saturday,True,False,0.0,4.0
TXN_008952,CUST_0448,2024-06-15,Clothing,103.77,2024,6,Q2,Saturday,True,False,0.0,103.77
TXN_008953,CUST_0448,2024-06-15,Home & Garden,155.47,2024,6,Q2,Saturday,True,False,0.0,155.47
TXN_008954,CUST_0448,2024-10-17,Home & Garden,163.74,2024,10,Q4,Thursday,False,False,0.0,163.74
TXN_008955,CUST_0449,2022-06-24,Electronics,97.19,2022,6,Q2,Friday,False,False,0.0,97.19
TXN_008956,CUST_0449,2022-07-11,Sports,48.47,2022,7,Q3,Monday,False,True,4.46,44.01
TXN_008957,CUST_0449,2022-07-11,Clothing,91.84,2022,7,Q3,Monday,False,False,0.0,91.84
TXN_008958,CUST_0449,2022-07-12,Clothing,71.97,2022,7,Q3,Tuesday,False,False,0.0,71.97
TXN_008959,CUST_0449,2022-07-12,Sports,80.87,2022,7,Q3,Tuesday,False,False,0.0,80.87
TXN_008960,CUST_0450,2022-07-06,Books,4.0,2022,7,Q3,Wednesday,False,False,0.0,4.0
TXN_008961,CUST_0450,2022-07-06,Electronics,163.46,2022,7,Q3,Wednesday,False,False,0.0,163.46
TXN_008962,CUST_0450,2022-07-06,Home & Garden,41.06,2022,7,Q3,Wednesday,False,False,0.0,41.06
TXN_008963,CUST_0450,2022-07-06,Books,7.37,2022,7,Q3,Wednesday,False,False,0.0,7.37
TXN_008964,CUST_0450,2022-10-28,Home & Garden,114.64,2022,10,Q4,Friday,False,False,0.0,114.64
TXN_008965,CUST_0451,2022-05-24,Electronics,538.21,2022,5,Q2,Tuesday,False,False,0.0,538.21
TXN_008966,CUST_0451,2022-06-18,Books,28.69,2022,6,Q2,Saturday,True,False,0.0,28.69
TXN_008967,CUST_0451,2022-06-24,Electronics,123.42,2022,6,Q2,Friday,False,False,0.0,123.42
TXN_008968,CUST_0451,2022-06-24,Home & Garden,183.09,2022,6,Q2,Friday,False,False,0.0,183.09
TXN_008969,CUST_0451,2022-06-24,Electronics,522.31,2022,6,Q2,Friday,False,False,0.0,522.31
TXN_008970,CUST_0451,2022-10-02,Electronics,6.0,2022,10,Q4,Sunday,True,False,0.0,6.0
TXN_008971,CUST_0451,2022-11-08,Clothing,95.81,2022,11,Q4,Tuesday,False,False,0.0,95.81
TXN_008972,CUST_0451,2023-01-18,Clothing,112.14,2023,1,Q1,Wednesday,False,False,0.0,112.14
TXN_008973,CUST_0451,2023-01-18,Home & Garden,224.22,2023,1,Q1,Wednesday,False,True,44.91,179.31
TXN_008974,CUST_0451,2023-04-14,Electronics,165.58,2023,4,Q2,Friday,False,False,0.0,165.58
TXN_008975,CUST_0451,2023-04-14,Home & Garden,6.0,2023,4,Q2,Friday,False,False,0.0,6.0
TXN_008976,CUST_0451,2023-05-01,Electronics,445.18,2023,5,Q2,Monday,False,False,0.0,445.18
TXN_008977,CUST_0451,2023-06-27,Electronics,601.34,2023,6,Q2,Tuesday,False,False,0.0,601.34
TXN_008978,CUST_0451,2023-06-27,Books,41.0,2023,6,Q2,Tuesday,False,False,0.0,41.0
TXN_008979,CUST_0451,2023-07-21,Home & Garden,157.4,2023,7,Q3,Friday,False,False,0.0,157.4
TXN_008980,CUST_0451,2023-07-21,Clothing,97.5,2023,7,Q3,Friday,False,False,0.0,97.5
TXN_008981,CUST_0451,2023-08-12,Electronics,133.97,2023,8,Q3,Saturday,True,False,0.0,133.97
TXN_008982,CUST_0451,2023-10-07,Clothing,94.43,2023,10,Q4,Saturday,True,True,21.99,72.44000000000001
TXN_008983,CUST_0451,2023-11-18,Sports,85.19,2023,11,Q4,Saturday,True,False,0.0,85.19
TXN_008984,CUST_0451,2023-11-18,Books,71.67,2023,11,Q4,Saturday,True,False,0.0,71.67
TXN_008985,CUST_0451,2023-11-18,Home & Garden,146.25,2023,11,Q4,Saturday,True,False,0.0,146.25
TXN_008986,CUST_0451,2023-11-18,Sports,6.94,2023,11,Q4,Saturday,True,False,0.0,6.94
TXN_008987,CUST_0451,2023-12-08,Sports,199.17,2023,12,Q4,Friday,False,False,0.0,199.17
TXN_008988,CUST_0451,2024-02-05,Electronics,233.33,2024,2,Q1,Monday,False,False,0.0,233.33
TXN_008989,CUST_0451,2024-02-05,Clothing,90.99,2024,2,Q1,Monday,False,False,0.0,90.99
TXN_008990,CUST_0451,2024-02-12,Clothing,86.23,2024,2,Q1,Monday,False,False,0.0,86.23
TXN_008991,CUST_0451,2024-02-12,Home & Garden,88.47,2024,2,Q1,Monday,False,False,0.0,88.47
TXN_008992,CUST_0451,2024-02-12,Electronics,336.81,2024,2,Q1,Monday,False,False,0.0,336.81
TXN_008993,CUST_0451,2024-06-17,Clothing,169.11,2024,6,Q2,Monday,False,False,0.0,169.11
TXN_008994,CUST_0451,2024-06-17,Electronics,119.8,2024,6,Q2,Monday,False,False,0.0,119.8
TXN_008995,CUST_0451,2024-06-17,Home & Garden,253.74,2024,6,Q2,Monday,False,True,48.77,204.97
TXN_008996,CUST_0451,2024-06-17,Clothing,89.57,2024,6,Q2,Monday,False,False,0.0,89.57
TXN_008997,CUST_0451,2024-07-31,Books,14.18,2024,7,Q3,Wednesday,False,False,0.0,14.18
